ticket_id,customer_id,order_id,ticket_category,ticket_created_date,resolution_status,resolution_time_hours,customer_sentiment,has_order_flag
7500413,127106,9196166,Delivery Issue,2024-06-26 11:47:00,Escalated,68,Negative,1
7500414,103778,9096472,Return Request,2022-06-01 20:31:00,Resolved,21,Neutral,1
7500415,106806,,Unknown,2024-10-30 15:05:00,Resolved,2,Neutral,0
7500416,139050,9060915,Delivery Issue,2023-03-30 19:31:00,Escalated,44,Positive,1
7500417,137295,,Product Quality,2023-07-22 19:10:00,Open,5,Negative,0
7500418,117891,9132084,Refund,2022-09-13 21:26:00,Open,4,Negative,1
7500421,107531,9064185,Delivery Issue,2024-02-01 07:46:00,Escalated,25,Negative,1
7500423,123026,9233596,Payment Issue,2024-03-04 08:13:00,Resolved,1,Neutral,1
7500424,141101,9124522,Cancellation,2024-10-03 08:57:00,Resolved,4,Neutral,1
7500425,107195,9105142,Delivery Issue,2025-03-26 20:25:00,Resolved,12,Negative,1
7500426,126322,9035965,Refund,2022-05-23 16:02:00,Open,6,Neutral,1
7500427,113685,9159450,Technical Support,2024-08-13 18:26:00,Escalated,16,Positive,1
7500428,148388,,Unknown,2024-02-09 10:13:00,Closed,65,Neutral,0
7500429,148042,9205716,Delivery Issue,2025-02-20 19:17:00,Open,39,Neutral,1
7500430,148762,9037150,Return Request,2023-07-07 11:14:00,Resolved,134,Negative,1
7500431,143998,9206207,Delivery Issue,2026-01-03 10:00:00,Escalated,20,Positive,1
7500432,133708,9059650,Delivery Issue,2023-11-02 10:23:00,Closed,15,Negative,1
7500433,102388,9109981,Payment Issue,2024-07-21 19:53:00,Closed,2,Positive,1
7500434,103196,9182400,Technical Support,2022-08-31 07:50:00,Open,8,Negative,1
7500435,136046,9044734,Delivery Issue,2024-12-18 19:21:00,Open,8,Negative,1
7500436,135383,9020563,Cancellation,2025-02-07 17:04:00,Open,25,Negative,1
7500437,101899,,Payment Issue,2024-12-10 05:21:00,Open,15,Positive,0
7500438,113248,9013185,Unknown,2023-10-26 08:55:00,Open,26,Neutral,1
7500439,111974,,Product Quality,2023-11-03 21:02:00,Open,20,Positive,0
7500441,119943,9121372,Cancellation,2022-10-18 12:09:00,Resolved,11,Neutral,1
7500442,100310,9144086,Delivery Issue,2022-03-04 02:36:00,Resolved,72,Negative,1
7500443,127058,9180295,Technical Support,2023-06-07 11:01:00,Escalated,45,Negative,1
7500444,121778,9101408,Cancellation,2024-01-14 15:43:00,Resolved,186,Positive,1
7500445,129349,9228047,Cancellation,2023-09-16 16:41:00,Open,52,Negative,1
7500446,130695,9067602,Technical Support,2022-07-05 21:56:00,Resolved,82,Negative,1
7500447,107958,9095841,Cancellation,2022-01-06 15:12:00,Resolved,16,Neutral,1
7500448,134026,9043082,Unknown,2024-09-24 16:38:00,Resolved,5,Neutral,1
7500451,142267,9225023,Technical Support,2023-11-08 21:48:00,Escalated,10,Negative,1
7500452,137045,,Unknown,2023-01-08 11:06:00,Escalated,56,Neutral,0
7500453,119024,9026260,Account Issue,2024-08-17 09:29:00,Open,47,Negative,1
7500454,134531,9064609,Return Request,2022-07-25 18:51:00,Resolved,10,Neutral,1
7500455,140752,,Refund,2023-10-21 15:40:00,Resolved,112,Neutral,0
7500456,127802,9165233,Account Issue,2025-01-05 20:57:00,Open,189,Positive,1
7500457,133376,9076289,Return Request,2023-08-15 22:12:00,Open,39,Negative,1
7500458,109060,9170213,Technical Support,2022-06-14 18:17:00,Open,126,Neutral,1
7500459,131592,9216439,Technical Support,2024-03-29 21:09:00,Escalated,16,Negative,1
7500460,123923,9079431,Refund,2022-09-08 20:37:00,Open,39,Negative,1
7500461,141326,9242151,Account Issue,2023-01-05 12:51:00,Resolved,161,Neutral,1
7500462,122271,9205193,Unknown,2024-12-02 03:18:00,Resolved,43,Positive,1
7500464,109565,9069715,Delivery Issue,2024-09-25 16:34:00,Open,39,Negative,1
7500465,102529,9022572,Wrong Item,2022-06-11 17:09:00,Escalated,6,Unknown,1
7500466,128756,9175570,Technical Support,2024-12-03 20:26:00,Resolved,29,Unknown,1
7500467,125086,9019646,Delivery Issue,2024-10-15 20:34:00,Resolved,111,Negative,1
7500468,133861,9121468,Account Issue,2024-09-06 12:59:00,Resolved,86,Neutral,1
7500470,117779,9033810,Product Quality,2023-03-24 20:48:00,Resolved,140,Neutral,1
7500472,100942,9154534,Payment Issue,2024-04-26 08:39:00,Resolved,1,Negative,1
7500473,139019,9147368,Technical Support,2024-06-06 21:10:00,Open,3,Negative,1
7500475,149732,9028680,Cancellation,2023-01-07 15:12:00,Resolved,39,Neutral,1
7500477,114032,9121801,Wrong Item,2024-07-30 14:14:00,Resolved,20,Neutral,1
7500479,146639,9121620,Product Quality,2023-10-20 08:00:00,Open,39,Neutral,1
7500480,110973,9165373,Unknown,2023-12-23 21:46:00,Resolved,22,Neutral,1
7500481,105010,9009148,Wrong Item,2022-08-19 22:10:00,Open,78,Negative,1
7500482,134147,9152150,Product Quality,2024-12-10 14:21:00,Resolved,50,Neutral,1
7500483,114086,9200764,Payment Issue,2024-01-12 11:53:00,Resolved,20,Negative,1
7500484,121927,9182957,Cancellation,2023-02-19 19:45:00,Open,6,Neutral,1
7500485,136991,9133936,Delivery Issue,2022-08-30 17:37:00,Resolved,34,Positive,1
7500487,105375,9076181,Account Issue,2024-06-07 12:02:00,Open,49,Neutral,1
7500488,133239,9080488,Account Issue,2023-11-26 06:36:00,Resolved,47,Unknown,1
7500489,132039,9159590,Return Request,2025-01-24 19:18:00,Resolved,64,Positive,1
7500491,100238,,Technical Support,2022-09-20 18:43:00,Resolved,23,Negative,0
7500492,119219,9226323,Payment Issue,2024-01-03 18:16:00,Resolved,74,Negative,1
7500494,142923,9124160,Account Issue,2024-07-25 10:02:00,Resolved,31,Negative,1
7500495,130319,9004523,Payment Issue,2023-03-10 21:10:00,Resolved,17,Neutral,1
7500496,104343,9096976,Wrong Item,2022-12-26 20:23:00,Open,25,Neutral,1
7500497,139810,9185231,Payment Issue,2022-03-14 17:21:00,Resolved,27,Unknown,1
7500498,137068,9189830,Wrong Item,2024-05-25 06:06:00,Open,48,Negative,1
7500499,143830,9037028,Cancellation,2025-01-29 13:34:00,Resolved,24,Negative,1
7500500,137549,9178986,Account Issue,2024-02-07 19:12:00,Open,51,Negative,1
7500501,144406,9202854,Refund,2024-03-09 20:25:00,Escalated,40,Negative,1
7500502,129733,9144529,Return Request,2024-04-30 18:44:00,Escalated,8,Neutral,1
7500503,122211,9149924,Payment Issue,2022-09-23 08:36:00,Resolved,137,Negative,1
7500504,142761,9089415,Wrong Item,2022-06-15 16:51:00,Resolved,49,Negative,1
7500505,111290,9187392,Refund,2022-11-07 13:51:00,Resolved,134,Negative,1
7500506,124805,9182134,Return Request,2025-01-11 08:27:00,Resolved,33,Negative,1
7500507,106525,9178076,Account Issue,2023-05-26 19:11:00,Resolved,1,Positive,1
7500509,112426,9244050,Unknown,2023-06-21 16:41:00,Open,58,Negative,1
7500510,100259,9017505,Delivery Issue,2023-07-29 18:29:00,Escalated,11,Unknown,1
7500511,106869,9170029,Cancellation,2022-06-01 23:48:00,Resolved,14,Negative,1
7500512,120853,9066655,Account Issue,2023-07-05 18:28:00,Closed,24,Neutral,1
7500513,116288,,Wrong Item,2024-05-22 13:50:00,Open,33,Negative,0
7500514,103735,9152548,Unknown,2022-02-23 22:43:00,Resolved,46,Negative,1
7500515,126467,,Delivery Issue,2023-06-03 18:45:00,Resolved,8,Neutral,0
7500517,140622,9032246,Return Request,2022-11-09 16:02:00,Open,159,Positive,1
7500518,122255,9245453,Technical Support,2025-01-31 23:55:00,Open,156,Negative,1
7500519,110778,9196207,Refund,2022-01-02 08:42:00,Open,11,Negative,1
7500520,100593,9186176,Account Issue,2022-10-19 21:01:00,Escalated,69,Negative,1
7500521,148224,9236559,Payment Issue,2022-02-20 07:09:00,Escalated,181,Negative,1
7500523,134870,9059964,Wrong Item,2024-04-06 20:17:00,Closed,113,Neutral,1
7500524,138235,,Unknown,2024-04-03 07:54:00,Resolved,9,Neutral,0
7500525,105240,9162110,Return Request,2022-10-14 20:59:00,Resolved,36,Positive,1
7500526,123592,9238377,Payment Issue,2024-08-16 13:51:00,Resolved,50,Positive,1
7500527,123548,9048235,Product Quality,2022-03-01 20:14:00,Resolved,23,Negative,1
7500528,116321,9205894,Payment Issue,2022-02-25 09:11:00,Open,20,Negative,1
7500529,117611,,Return Request,2024-03-19 18:30:00,Resolved,72,Negative,0
7500531,145114,9194789,Cancellation,2024-03-21 18:44:00,Resolved,58,Negative,1
7500532,130257,9006616,Return Request,2022-07-29 10:27:00,Escalated,45,Neutral,1
7500533,114993,9192046,Technical Support,2022-12-02 22:12:00,Open,10,Negative,1
7500534,124697,9056468,Product Quality,2022-01-03 21:40:00,Open,6,Negative,1
7500535,134697,9153650,Payment Issue,2022-02-01 22:19:00,Open,25,Positive,1
7500537,106697,9241959,Wrong Item,2023-03-23 08:23:00,Resolved,4,Negative,1
7500538,126999,9037507,Product Quality,2022-09-28 17:28:00,Open,106,Negative,1
7500539,142359,9244454,Cancellation,2023-03-26 02:13:00,Open,63,Positive,1
7500540,144110,9240982,Product Quality,2023-01-15 06:30:00,Resolved,176,Positive,1
7500541,131677,9171452,Unknown,2024-01-15 22:16:00,Escalated,18,Negative,1
7500542,124308,9042552,Unknown,2023-10-30 06:52:00,Resolved,55,Negative,1
7500544,136025,9024143,Unknown,2022-06-26 07:58:00,Resolved,13,Positive,1
7500546,107824,9073385,Payment Issue,2022-08-13 21:59:00,Escalated,40,Negative,1
7500547,136655,9177967,Cancellation,2024-01-09 04:22:00,Open,101,Neutral,1
7500548,128073,9144589,Cancellation,2022-08-13 22:00:00,Open,19,Negative,1
7500549,106675,9223318,Unknown,2023-09-24 18:39:00,Open,128,Negative,1
7500550,138447,9000226,Product Quality,2024-10-23 07:37:00,Open,9,Positive,1
7500551,143988,9203065,Technical Support,2022-01-21 18:35:00,Open,22,Negative,1
7500552,112927,9121892,Technical Support,2024-07-04 21:51:00,Open,6,Neutral,1
7500553,122216,9112218,Product Quality,2024-09-20 08:02:00,Escalated,52,Negative,1
7500554,128640,9124853,Return Request,2023-09-26 18:09:00,Closed,65,Negative,1
7500556,135844,9220092,Product Quality,2022-11-30 08:23:00,Escalated,3,Positive,1
7500557,136568,9243663,Cancellation,2024-03-30 11:37:00,Resolved,112,Negative,1
7500558,107681,9166724,Payment Issue,2023-09-28 19:05:00,Open,72,Neutral,1
7500559,133586,9071090,Return Request,2023-06-14 18:48:00,Escalated,22,Negative,1
7500560,114091,9138518,Wrong Item,2022-04-06 15:39:00,Resolved,10,Neutral,1
7500561,100519,,Technical Support,2022-08-30 09:31:00,Escalated,96,Negative,0
7500562,139883,9088949,Payment Issue,2023-07-01 11:05:00,Resolved,11,Positive,1
7500564,139989,9037727,Product Quality,2023-06-02 17:54:00,Escalated,14,Negative,1
7500565,148492,9229961,Return Request,2023-05-31 18:15:00,Escalated,99,Negative,1
7500566,122357,9041239,Refund,2024-05-29 19:40:00,Escalated,160,Positive,1
7500567,139652,9186123,Account Issue,2023-02-01 10:14:00,Resolved,169,Neutral,1
7500569,107756,,Refund,2024-06-25 19:12:00,Open,22,Neutral,0
7500570,111530,,Delivery Issue,2025-02-02 21:37:00,Open,64,Neutral,0
7500571,102430,9056807,Wrong Item,2024-10-28 18:44:00,Resolved,166,Unknown,1
7500573,116782,9208305,Unknown,2022-03-26 20:46:00,Escalated,189,Neutral,1
7500574,144609,9069616,Unknown,2023-01-09 23:05:00,Escalated,100,Negative,1
7500575,134813,9246118,Delivery Issue,2022-09-29 19:29:00,Open,188,Negative,1
7500576,132177,9107673,Product Quality,2023-02-16 20:27:00,Escalated,6,Positive,1
7500577,126697,9131077,Unknown,2024-06-10 08:46:00,Escalated,34,Positive,1
7500578,135260,9065414,Unknown,2024-01-09 10:20:00,Open,70,Negative,1
7500579,109206,9147023,Refund,2023-02-04 17:29:00,Resolved,18,Neutral,1
7500581,110553,9194860,Cancellation,2024-06-11 16:17:00,Closed,17,Neutral,1
7500582,118701,,Return Request,2024-08-17 20:16:00,Open,84,Neutral,0
7500583,120877,9134471,Wrong Item,2023-03-18 21:42:00,Resolved,6,Negative,1
7500584,142736,9084037,Technical Support,2024-08-05 20:47:00,Open,4,Neutral,1
7500585,130276,9202652,Payment Issue,2024-12-14 12:17:00,Resolved,7,Unknown,1
7500587,138026,9161465,Payment Issue,2022-05-25 13:56:00,Resolved,52,Positive,1
7500590,118822,9015057,Account Issue,2024-02-04 19:19:00,Resolved,19,Neutral,1
7500591,111123,9005026,Cancellation,2023-10-25 18:13:00,Open,101,Negative,1
7500592,120328,9032464,Technical Support,2022-03-23 20:41:00,Resolved,13,Neutral,1
7500593,127843,9150478,Return Request,2022-06-12 18:05:00,Escalated,8,Positive,1
7500594,110653,9118471,Wrong Item,2022-04-26 01:25:00,Resolved,2,Neutral,1
7500595,100240,9106789,Account Issue,2022-12-15 17:42:00,Closed,94,Negative,1
7500596,117292,9218026,Product Quality,2023-01-09 19:29:00,Escalated,63,Positive,1
7500599,115276,,Unknown,2023-07-20 16:58:00,Open,35,Neutral,0
7500600,105322,9237831,Account Issue,2022-01-02 16:01:00,Resolved,185,Negative,1
7500601,119789,,Cancellation,2024-10-31 20:26:00,Resolved,24,Positive,0
7500602,102702,9249720,Account Issue,2023-07-21 20:30:00,Resolved,20,Negative,1
7500603,100711,9139865,Wrong Item,2023-01-02 19:19:00,Resolved,31,Neutral,1
7500605,145667,9174714,Cancellation,2023-10-31 22:46:00,Resolved,47,Positive,1
7500606,101827,9117286,Wrong Item,2024-11-10 11:35:00,Escalated,8,Positive,1
7500607,138304,9123943,Product Quality,2024-10-25 21:32:00,Escalated,109,Unknown,1
7500608,102818,,Return Request,2025-03-14 23:01:00,Escalated,4,Neutral,0
7500609,115757,9029963,Return Request,2024-11-10 09:21:00,Open,44,Positive,1
7500610,101305,9016762,Cancellation,2022-06-10 19:28:00,Resolved,62,Negative,1
7500611,113731,9229918,Account Issue,2022-01-03 21:48:00,Resolved,16,Negative,1
7500612,130081,9012426,Return Request,2024-11-02 11:34:00,Resolved,166,Neutral,1
7500613,126746,9175213,Return Request,2024-08-15 18:28:00,Resolved,160,Positive,1
7500614,142810,,Unknown,2023-11-26 13:12:00,Resolved,27,Negative,0
7500615,115028,9133225,Cancellation,2023-04-13 19:07:00,Resolved,61,Neutral,1
7500616,111048,9144690,Unknown,2023-10-30 21:21:00,Resolved,16,Neutral,1
7500617,105266,9228336,Payment Issue,2022-11-15 17:49:00,Open,43,Negative,1
7500618,138964,9210836,Delivery Issue,2022-11-13 18:03:00,Open,26,Positive,1
7500619,137906,,Delivery Issue,2025-01-29 20:36:00,Open,19,Negative,0
7500620,103454,9175307,Product Quality,2024-03-23 22:03:00,Escalated,8,Negative,1
7500621,143334,9228610,Refund,2024-12-28 12:40:00,Open,69,Negative,1
7500622,149410,9056822,Cancellation,2023-08-12 22:55:00,Resolved,14,Negative,1
7500623,139905,9223411,Wrong Item,2024-02-14 21:49:00,Open,70,Negative,1
7500624,121644,9149943,Unknown,2023-04-19 17:54:00,Closed,72,Neutral,1
7500625,118262,,Cancellation,2022-09-26 22:00:00,Open,58,Negative,0
7500626,127753,9056679,Account Issue,2022-11-28 19:13:00,Escalated,71,Neutral,1
7500628,110258,9069830,Cancellation,2024-12-22 22:21:00,Resolved,19,Negative,1
7500629,121235,9022617,Wrong Item,2024-09-06 20:22:00,Resolved,64,Negative,1
7500630,133320,9074711,Delivery Issue,2023-09-01 12:15:00,Resolved,49,Positive,1
7500631,121390,9116122,Refund,2022-10-22 10:32:00,Resolved,19,Negative,1
7500632,127329,9001642,Delivery Issue,2024-06-07 22:40:00,Resolved,2,Negative,1
7500633,100639,9107069,Return Request,2022-11-11 21:33:00,Resolved,68,Negative,1
7500634,110668,9014228,Wrong Item,2022-03-02 08:29:00,Resolved,133,Neutral,1
7500635,139452,9245779,Refund,2024-08-06 14:33:00,Open,3,Negative,1
7500636,121663,9038208,Unknown,2023-09-24 19:54:00,Open,7,Unknown,1
7500637,140740,9144376,Return Request,2024-01-20 15:17:00,Open,64,Positive,1
7500639,146948,9221768,Unknown,2023-02-27 16:47:00,Resolved,9,Negative,1
7500640,135736,9006582,Unknown,2023-01-30 14:40:00,Resolved,54,Neutral,1
7500642,129020,9098854,Wrong Item,2024-04-26 10:50:00,Resolved,15,Negative,1
7500643,148605,9058859,Technical Support,2024-03-17 04:13:00,Open,28,Positive,1
7500644,139296,9223718,Return Request,2022-09-27 08:07:00,Open,65,Positive,1
7500645,138912,9002294,Product Quality,2025-03-03 13:16:00,Open,134,Positive,1
7500646,138238,9058902,Unknown,2024-05-03 20:59:00,Resolved,23,Negative,1
7500648,138103,9232135,Product Quality,2023-09-26 04:49:00,Open,8,Positive,1
7500649,133795,9034729,Technical Support,2022-03-19 12:15:00,Resolved,166,Negative,1
7500650,146988,9238301,Wrong Item,2024-11-09 09:45:00,Open,135,Positive,1
7500651,111383,9049748,Refund,2022-01-26 09:41:00,Open,86,Negative,1
7500652,116006,,Account Issue,2023-11-16 22:25:00,Escalated,22,Negative,0
7500653,108966,9094923,Refund,2023-04-04 06:42:00,Resolved,8,Neutral,1
7500654,124857,9120475,Wrong Item,2023-09-29 12:17:00,Resolved,10,Positive,1
7500655,103515,9205417,Technical Support,2024-08-04 15:33:00,Closed,2,Negative,1
7500656,149007,9217014,Refund,2024-07-02 21:06:00,Resolved,63,Positive,1
7500657,138891,9052738,Refund,2024-09-28 19:51:00,Escalated,20,Unknown,1
7500659,113585,9227331,Wrong Item,2024-01-11 13:33:00,Closed,169,Positive,1
7500660,142619,9128340,Account Issue,2023-01-06 22:50:00,Open,4,Negative,1
7500661,141240,9024557,Unknown,2022-10-30 20:38:00,Open,16,Negative,1
7500662,112595,9189853,Technical Support,2023-05-18 10:00:00,Open,5,Unknown,1
7500663,112820,9145079,Technical Support,2024-04-18 21:46:00,Open,150,Neutral,1
7500664,115610,9107184,Delivery Issue,2023-01-01 09:58:00,Open,20,Negative,1
7500666,132581,9076034,Delivery Issue,2024-09-17 13:51:00,Open,58,Negative,1
7500667,141424,9119826,Delivery Issue,2022-10-27 08:42:00,Open,17,Positive,1
7500668,107425,9043017,Account Issue,2022-03-13 20:28:00,Open,13,Negative,1
7500670,141276,9202669,Account Issue,2023-01-04 12:24:00,Open,8,Negative,1
7500671,122068,9236870,Account Issue,2023-01-01 10:22:00,Resolved,20,Neutral,1
7500672,141014,9201185,Unknown,2023-11-23 08:10:00,Open,22,Negative,1
7500673,103800,9098047,Cancellation,2023-09-23 11:35:00,Closed,50,Positive,1
7500676,114735,9020839,Refund,2025-03-21 17:22:00,Open,54,Negative,1
7500677,122683,9162206,Product Quality,2022-10-27 13:32:00,Escalated,24,Neutral,1
7500678,134906,9200642,Refund,2022-07-26 20:33:00,Escalated,54,Negative,1
7500680,113808,9036484,Wrong Item,2022-10-25 17:04:00,Escalated,5,Negative,1
7500681,140402,9029036,Cancellation,2022-05-28 16:37:00,Resolved,116,Neutral,1
7500682,145126,9092605,Technical Support,2022-01-06 13:22:00,Resolved,7,Neutral,1
7500684,148421,9118131,Product Quality,2024-03-27 09:34:00,Open,18,Positive,1
7500685,148256,9201408,Account Issue,2022-09-21 16:41:00,Resolved,18,Negative,1
7500686,124471,9004510,Unknown,2024-06-06 12:31:00,Resolved,42,Negative,1
7500687,108002,9169528,Technical Support,2023-05-11 21:47:00,Open,22,Negative,1
7500688,132920,9195680,Refund,2023-08-10 14:39:00,Resolved,59,Negative,1
7500689,112665,9179394,Account Issue,2022-09-24 09:28:00,Resolved,20,Neutral,1
7500690,133320,9168368,Unknown,2023-03-28 09:30:00,Resolved,97,Neutral,1
7500691,112999,9004686,Product Quality,2022-09-15 19:56:00,Escalated,9,Neutral,1
7500692,147825,9165427,Technical Support,2024-08-26 16:08:00,Open,43,Positive,1
7500693,100470,9149492,Unknown,2024-12-20 15:32:00,Resolved,51,Neutral,1
7500694,114065,9178427,Cancellation,2022-11-07 22:43:00,Escalated,1,Negative,1
7500695,115784,9009668,Return Request,2022-10-26 22:13:00,Resolved,44,Neutral,1
7500696,108027,9208423,Payment Issue,2023-05-04 15:24:00,Resolved,64,Positive,1
7500697,100775,9071736,Technical Support,2024-12-30 14:11:00,Resolved,38,Neutral,1
7500698,119852,9165575,Technical Support,2024-03-09 15:59:00,Open,7,Negative,1
7500699,134472,9086515,Technical Support,2023-10-25 22:35:00,Resolved,35,Neutral,1
7500700,143193,9036265,Unknown,2022-02-04 11:41:00,Resolved,21,Neutral,1
7500701,103123,9010271,Account Issue,2022-06-16 15:41:00,Resolved,38,Negative,1
7500702,128362,9031769,Return Request,2022-06-30 09:34:00,Resolved,33,Neutral,1
7500703,124505,9010627,Account Issue,2025-02-02 17:42:00,Escalated,6,Positive,1
7500704,136563,9124485,Delivery Issue,2022-10-20 21:35:00,Open,161,Neutral,1
7500705,145430,9214485,Technical Support,2024-03-18 15:22:00,Escalated,5,Negative,1
7500706,116924,9161096,Account Issue,2022-09-22 14:18:00,Resolved,33,Neutral,1
7500707,146874,9187914,Technical Support,2022-08-17 17:10:00,Closed,44,Neutral,1
7500708,103996,9028324,Refund,2024-08-02 17:28:00,Resolved,58,Negative,1
7500710,104317,9222351,Technical Support,2023-10-02 10:22:00,Escalated,37,Unknown,1
7500711,105066,9102010,Unknown,2022-08-11 08:12:00,Open,25,Neutral,1
7500712,125943,9125926,Wrong Item,2023-05-27 18:13:00,Resolved,72,Unknown,1
7500713,117736,9205343,Technical Support,2025-02-23 18:16:00,Resolved,28,Negative,1
7500714,129596,9176193,Technical Support,2024-06-12 21:25:00,Open,12,Negative,1
7500715,105540,9128829,Wrong Item,2023-07-17 13:59:00,Open,54,Negative,1
